call_id,origin,source_dataset,source_group,name,category,sub_category,description,midi_path,source_file,track_index,track_name,start_sec,end_sec,start_tick,end_tick,bpm,meter,bars,duration_sec,note_count,pitch_min,pitch_max,pitch_range,onset_density,mean_ioi,std_ioi,polyphony_rate,has_chord,has_pause,max_internal_pause,has_repetition_tail,has_chromatic_outside,key_root_pc,key_mode,scale_fit,license_note,citation_key,split,fingerprint_sha1
R38,real_public_dataset,calls_50,existing_call50,136,real_two_bar_monophonic_major_minor,copied_from_call50,Two-bar monophonic melody snippet sampled from public MIDI dataset.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\R38_136.mid,D:\Mickey\MFP\ab_tests\calls_50\R38_136.mid,1,MELODY,0,4,0,3840,120,4/4,2,4,14,55,69,14,3.5,0.269231,0.182439,0.005729,true,false,0.420833,false,false,0,major,1,Existing local Call50 benchmark material copied without modifying calls_50.,call50_manifest,base_call50,22fc6c344b32473cb1365c9a472d19bfc99400f1
R39,real_public_dataset,calls_50,existing_call50,578-v3,real_two_bar_monophonic_major_minor,copied_from_call50,Two-bar monophonic melody snippet sampled from public MIDI dataset.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\R39_578-v3.mid,D:\Mickey\MFP\ab_tests\calls_50\R39_578-v3.mid,1,MELODY,0,4,0,3840,120,4/4,2,4,16,71,79,8,4,0.175,0.076376,0.001563,true,true,1.373958,true,false,0,major,1,Existing local Call50 benchmark material copied without modifying calls_50.,call50_manifest,base_call50,5ea09de935bdb7109039b96a1b61bbc6a7ac2f81
R40,real_public_dataset,calls_50,existing_call50,454,real_two_bar_monophonic_major_minor,copied_from_call50,Two-bar monophonic melody snippet sampled from public MIDI dataset.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\R40_454.mid,D:\Mickey\MFP\ab_tests\calls_50\R40_454.mid,1,MELODY,0,4,0,3840,120,4/4,2,4,12,65,68,3,3,0.295455,0.096424,0,false,true,0.584375,true,false,0,minor,1,Existing local Call50 benchmark material copied without modifying calls_50.,call50_manifest,base_call50,bcd8d2caa9d082bfd5238f7ef2b2eca382469eeb
P001,public_midi_extract,POP909,song_298,POP909 298 BRIDGE 2.474s,clear_motif_melody,two_bar_pop909_bridge,POP909 BRIDGE segment from song_298; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P001_pop909_clear_motif_melody_298_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\298\298.mid,2,BRIDGE,2.474228,7.422684,1920,5760,96.999953,4/4,2,4.948456,10,84,94,10,2.020832,0.4811,0.295613,0,false,false,0.333763,false,false,1,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,09dc2ee497ed9568388e5f9fd02b00eece33d5cc
P002,public_midi_extract,POP909,song_248,POP909 248 BRIDGE 3.478s,clear_motif_melody,two_bar_pop909_bridge,POP909 BRIDGE segment from song_248; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P002_pop909_clear_motif_melody_248_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\248\248.mid,2,BRIDGE,3.478248,6.956496,3840,7680,138.000511,4/4,2,3.478248,10,72,82,10,2.875011,0.314009,0.148898,0,false,false,0.209238,false,true,2,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,4184d7bc3ac75e41e455fb6eed060e94d3042c5d
P003,public_midi_extract,POP909,song_339,POP909 339 MELODY 16.667s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_339; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P003_pop909_clear_motif_melody_339_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\339\339.mid,1,MELODY,16.66664,23.333296,9600,13440,72.000115,4/4,2,6.666656,10,66,76,10,1.500002,0.648147,0.523782,0,false,true,1.69097,true,false,1,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,0d5924fa934ff353d24a995f61d8925202277c9a
P004,public_midi_extract,POP909,song_268,POP909 268 MELODY 28s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_268; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P004_pop909_clear_motif_melody_268_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\268\268.mid,1,MELODY,28,36,13440,17280,60,4/4,2,8,10,55,65,10,1.25,0.777778,1.406554,0,false,false,0.3375,true,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,f3942cd0d58867e37ad921a2f3df971782071c75
P005,public_midi_extract,POP909,song_021,POP909 021 MELODY 33.684s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_021; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P005_pop909_clear_motif_melody_021_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\021\021.mid,1,MELODY,33.68416,37.89468,15360,17280,57.000086,2/4,2,4.21052,10,60,70,10,2.375004,0.409356,0.33081,0,false,false,0.328947,true,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,1530563d7df867c7cb548bf7354d26b971c79aa0
P006,public_midi_extract,POP909,song_220,POP909 220 MELODY 17.419s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_220; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P006_pop909_clear_motif_melody_220_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\220\220.mid,1,MELODY,17.419212,21.290148,17280,21120,124.001017,4/4,2,3.870936,10,48,58,10,2.583355,0.3629,0.197538,0,false,false,0.439513,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,edf8e7650c27413d55aadd32a3d56b5d66c3ec56
P007,public_midi_extract,POP909,song_273,POP909 273 MELODY 29.189s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_273; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P007_pop909_clear_motif_melody_273_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\273\273.mid,1,MELODY,29.18916,35.67564,17280,21120,74.000074,4/4,2,6.48648,10,62,72,10,1.541668,0.405405,0.165506,0,false,false,0.148649,false,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,caf8ac54b7e7efa0e949e7362a6087eb4934fedf
P008,public_midi_extract,POP909,song_713,POP909 713 MELODY 24.545s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_713; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P008_pop909_clear_motif_melody_713_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\713\713.mid,1,MELODY,24.545448,29.999992,17280,21120,88.000023,4/4,2,5.454544,10,71,81,10,1.833334,0.530303,0.674412,0,false,true,1.436079,true,false,2,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,71910ac65112fc512aa314b13d21518f4ea65695
P009,public_midi_extract,POP909,song_328,POP909 328 MELODY 29.333s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_328; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P009_pop909_clear_motif_melody_328_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\328\328.mid,1,MELODY,29.333304,34.666632,21120,24960,90.00009,4/4,2,5.333328,10,67,77,10,1.875002,0.555555,0.628539,0,false,false,0.075,true,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,aa4c0d783475ae7d3e78b05eb997fa62917c27e7
P010,public_midi_extract,POP909,song_407,POP909 407 MELODY 44s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_407; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P010_pop909_clear_motif_melody_407_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\407\407.mid,1,MELODY,44,52,21120,24960,60,4/4,2,8,10,69,79,10,1.25,0.43912,0.259948,0,false,true,1.85,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,777e5b00fd953735b6653f256f9a3c654b185468
P011,public_midi_extract,POP909,song_119,POP909 119 MELODY 43.636s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_119; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P011_pop909_clear_motif_melody_119_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\119\119.mid,1,MELODY,43.636368,50.909096,23040,26880,65.999993,4/4,2,7.272728,10,65,75,10,1.375,0.757576,1.027626,0,false,true,1.111743,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,02b42bf538034415724a738c0af09b8641b2db39
P012,public_midi_extract,POP909,song_188,POP909 188 MELODY 26.182s,clear_motif_melody,two_bar_pop909_melody,POP909 MELODY segment from song_188; selected for clear_motif_melody.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P012_pop909_clear_motif_melody_188_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\188\188.mid,1,MELODY,26.181792,30.545424,23040,26880,110.00011,4/4,2,4.363632,10,65,75,10,2.291669,0.454545,0.34015,0,false,false,0.014773,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,7734fef29618d1fb56a027c12ecb3dfec0e127c6
P013,public_midi_extract,POP909,song_203,POP909 203 BRIDGE 12s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_203; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P013_pop909_expressive_rubato_203_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\203\203.mid,2,BRIDGE,12,15,11520,14400,120,6/8,2,3,9,71,98,27,3,0.6875,0.511585,0.805903,true,false,0.073958,false,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,565f7cee923e872e575358a8a7baef3427899b3b
P014,public_midi_extract,POP909,song_203,POP909 203 BRIDGE 15s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_203; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P014_pop909_expressive_rubato_203_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\203\203.mid,2,BRIDGE,15,18,14400,17280,120,6/8,2,3,9,71,95,24,3,0.75,0.540062,0.805903,true,true,0.573958,false,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,330f2d81c4960b08be3a6b2df03a3b6be4a06534
P015,public_midi_extract,POP909,song_263,POP909 263 BRIDGE 264s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_263; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P015_pop909_expressive_rubato_263_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\263\263.mid,2,BRIDGE,263.999736,269.333064,190080,193920,90.00009,4/4,2,5.333328,16,65,84,19,3.000003,0.714285,0.451753,0.963542,true,false,0.155555,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,e5769dcecf058ea7f3541b6e7a2f97d2c92f159e
P016,public_midi_extract,POP909,song_617,POP909 617 BRIDGE 95.439s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_617; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P016_pop909_expressive_rubato_617_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\617\617.mid,2,BRIDGE,95.439058,96.77387,68640,69600,89.900301,1/4,2,1.334812,4,67,84,17,2.996677,0.58398,0.417128,0.627083,true,false,0.155728,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,5147dd2b545dbf495b184e3ca54de72eaf3a5781
P017,public_midi_extract,POP909,song_178,POP909 178 BRIDGE 145.842s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_178; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P017_pop909_expressive_rubato_178_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\178\178.mid,2,BRIDGE,145.841943,152.557619,82560,86400,71.00012,4/4,2,6.715676,20,69,88,19,2.978107,0.69989,0.58203,0.790116,true,true,0.763684,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,5ce9c27bdfa7dc025689210b380aa476e5634091
P018,public_midi_extract,POP909,song_191,POP909 191 BRIDGE 101.818s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_191; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P018_pop909_expressive_rubato_191_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\191\191.mid,2,BRIDGE,101.818192,109.09092,53760,57600,65.999993,4/4,2,7.272728,22,72,94,22,3.025,0.704546,0.560862,0.975781,true,false,0.11553,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,25866a26752127d8aad87cc0c229a34824bfab51
P019,public_midi_extract,POP909,song_178,POP909 178 BRIDGE 149.175s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_178; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P019_pop909_expressive_rubato_178_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\178\178.mid,2,BRIDGE,149.175271,155.962377,84480,88320,71.00012,4/4,2,6.787106,20,69,88,19,2.946764,0.598034,0.633274,0.687024,true,true,0.763684,false,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,82b85a9be30c1e0f1ed3a33ecdee7a4a051ecbd3
P020,public_midi_extract,POP909,song_212,POP909 212 BRIDGE 20.241s,expressive_rubato,two_bar_pop909_bridge,POP909 BRIDGE segment from song_212; selected for expressive_rubato.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P020_pop909_expressive_rubato_212_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\212\212.mid,2,BRIDGE,20.240948,26.024076,13440,17280,83.000065,4/4,2,5.783128,17,70,89,19,2.939586,0.774526,0.758878,0.601823,true,true,2.179215,false,false,1,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,893f5f2d3c78c6334afe95965142cb6cf5a12b60
P021,public_midi_extract,POP909,song_227,POP909 227 PIANO 0s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_227; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P021_pop909_chord_arpeggio_polyphonic_227_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\227\227.mid,3,PIANO,0,7.096203,0,3840,67.000029,4/4,2,7.096203,18,48,70,22,2.536568,0.441866,0.016936,0.548478,true,true,1.608208,false,false,5,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,f5565b4832bd5be353c37b12f115f21a34e3dc63
P022,public_midi_extract,POP909,song_003,POP909 003 PIANO 1.463s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_003; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P022_pop909_chord_arpeggio_polyphonic_003_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\003\003.mid,3,PIANO,1.463412,4.390236,960,2880,82.000148,2/4,2,2.926824,19,43,65,22,6.491678,0.27439,0.122711,0.991667,true,false,0.022866,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,cde3642da30aac87628d52839da86866641265ee
P023,public_midi_extract,POP909,song_222,POP909 222 PIANO 2.946s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_222; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P023_pop909_chord_arpeggio_polyphonic_222_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\222\222.mid,3,PIANO,2.945988,9.164489,1920,5760,78.000078,4/4,2,6.218501,19,46,68,22,3.055399,0.475621,0.195129,0.646398,true,true,0.678333,false,false,1,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,6ae99fdee616166ed84916f41140ffa6f76e1c5b
P024,public_midi_extract,POP909,song_287,POP909 287 PIANO 3.478s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_287; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P024_pop909_chord_arpeggio_polyphonic_287_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\287\287.mid,3,PIANO,3.478256,10.434768,1920,5760,69.000097,4/4,2,6.956512,26,46,68,22,3.737505,0.869564,0,0.721354,true,false,0.186594,false,false,8,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,ef583608e7df85c134443708630e2e4679f0d61f
P025,public_midi_extract,POP909,song_566,POP909 566 PIANO 2.892s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_566; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P025_pop909_chord_arpeggio_polyphonic_566_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\566\566.mid,3,PIANO,2.891564,8.674692,1920,5760,83.000065,4/4,2,5.783128,22,47,69,22,3.80417,0.338855,0.059769,0.853906,true,false,0.180723,false,false,4,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,0a987a5b16fe9a6ef55882b7bc19f65a38d94873
P026,public_midi_extract,POP909,song_106,POP909 106 PIANO 7.164s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_106; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P026_pop909_chord_arpeggio_polyphonic_106_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\106\106.mid,3,PIANO,7.164176,14.328352,3840,7680,67.000029,4/4,2,7.164176,28,47,69,22,3.908335,0.447761,0.213462,0.636458,true,true,2.117536,false,false,4,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,f4ab618eb277ddd537d042e15bea5f563c7a2411
P027,public_midi_extract,POP909,song_218,POP909 218 PIANO 7.059s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_218; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P027_pop909_chord_arpeggio_polyphonic_218_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\218\218.mid,3,PIANO,7.058816,14.107934,3840,7680,68.000073,4/4,2,7.049118,32,51,73,22,4.539575,0.29696,0.154121,0.659677,true,false,0.444852,false,false,1,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,0f59657f08541cc74ab645b6a87ebba405e96721
P028,public_midi_extract,POP909,song_242,POP909 242 PIANO 7.798s,chord_arpeggio_polyphonic,two_bar_pop909_piano,POP909 PIANO segment from song_242; selected for chord_arpeggio_polyphonic.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P028_pop909_chord_arpeggio_polyphonic_242_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\242\242.mid,3,PIANO,7.797665,15.502694,3840,7680,60.999973,4/4,2,7.705029,27,42,64,22,3.504205,0.407844,0.096077,0.404725,true,true,1.83742,true,false,4,minor,0.925926,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,7b463f457b4fa4cb62f3c96389f80c6fe6146978
P029,public_midi_extract,POP909,song_062,POP909 062 MELODY 136.216s,sparse_short,two_bar_pop909_melody,POP909 MELODY segment from song_062; selected for sparse_short.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P029_pop909_sparse_short_062_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\062\062.mid,1,MELODY,136.21608,139.45932,161280,165120,148.000148,4/4,2,3.24324,3,72,79,7,0.925001,0.608108,0.202703,0,false,true,1.304053,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,4c5a51ab3f6026fe6be463b41ce2274ba3d6a301
P030,public_midi_extract,POP909,song_062,POP909 062 MELODY 192.973s,sparse_short,two_bar_pop909_melody,POP909 MELODY segment from song_062; selected for sparse_short.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P030_pop909_sparse_short_062_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\062\062.mid,1,MELODY,192.97278,196.21602,228480,232320,148.000148,4/4,2,3.24324,3,82,86,4,0.925001,0.202703,0,0,false,true,1.114864,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,10e0f1df604e574c2edf1f9477f8cf4d4d6ab1fa
P031,public_midi_extract,POP909,song_062,POP909 062 MELODY 19.459s,sparse_short,two_bar_pop909_melody,POP909 MELODY segment from song_062; selected for sparse_short.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P031_pop909_sparse_short_062_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\062\062.mid,1,MELODY,19.45944,22.70268,23040,26880,148.000148,4/4,2,3.24324,3,72,79,7,0.925001,0.608108,0.202703,0,false,true,1.304053,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,536be0eafd862411ecd26a2ca77f66c1a30ecf1a
P032,public_midi_extract,POP909,song_062,POP909 062 MELODY 38.919s,sparse_short,two_bar_pop909_melody,POP909 MELODY segment from song_062; selected for sparse_short.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P032_pop909_sparse_short_062_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\062\062.mid,1,MELODY,38.91888,42.16212,46080,49920,148.000148,4/4,2,3.24324,3,72,79,7,0.925001,0.608108,0.202703,0,false,true,1.304053,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,94b9dd1682c202bbca4d89792239159747ad13ed
P033,public_midi_extract,POP909,song_062,POP909 062 MELODY 116.757s,sparse_short,two_bar_pop909_melody,POP909 MELODY segment from song_062; selected for sparse_short.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P033_pop909_sparse_short_062_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\062\062.mid,1,MELODY,116.75664,119.99988,138240,142080,148.000148,4/4,2,3.24324,3,72,79,7,0.925001,0.608108,0.202703,0,false,true,1.304053,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,67a960eb041f3aa6dfda9b1e71ce2ddc24db6856
P034,public_midi_extract,POP909,song_095,POP909 095 BRIDGE 71.471s,dense_fast,two_bar_pop909_bridge,POP909 BRIDGE segment from song_095; selected for dense_fast.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P034_pop909_dense_fast_095_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\095\095.mid,2,BRIDGE,71.470512,73.235216,38880,39840,68.000073,1/4,2,1.764704,49,50,97,47,27.766696,0.02045,0.007686,0.49375,true,true,0.75919,false,true,2,major,0.938776,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,dff1ceaf221b543cbc5377f6be8af8f26a26d724
P035,public_midi_extract,POP909,song_351,POP909 351 BRIDGE 96.791s,dense_fast,two_bar_pop909_bridge,POP909 BRIDGE segment from song_351; selected for dense_fast.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P035_pop909_dense_fast_351_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\351\351.mid,2,BRIDGE,96.790639,97.825833,89760,90720,115.920301,1/4,2,1.035194,28,46,88,42,27.04807,0.023723,0.012069,0.485417,true,false,0.32242,false,true,0,major,0.964286,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,56c3300485dbe59aa7f67a0c83d3026afec60af6
P036,public_midi_extract,POP909,song_095,POP909 095 BRIDGE 73.235s,dense_fast,two_bar_pop909_bridge,POP909 BRIDGE segment from song_095; selected for dense_fast.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P036_pop909_dense_fast_095_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\095\095.mid,2,BRIDGE,73.235216,74.99992,39840,40800,68.000073,1/4,2,1.764704,38,40,98,58,21.533356,0.023947,0.006432,0.455208,true,true,0.766543,false,true,2,major,0.921053,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,742b6217e5082e7916564f3a3f65d237806ab64f
P037,public_midi_extract,POP909,song_095,POP909 095 BRIDGE 74.118s,dense_fast,two_bar_pop909_bridge,POP909 BRIDGE segment from song_095; selected for dense_fast.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P037_pop909_dense_fast_095_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\095\095.mid,2,BRIDGE,74.117568,75.882272,40320,41280,68.000073,1/4,2,1.764704,30,49,98,49,17.000018,0.026179,0.003436,0.38125,true,true,0.966911,false,true,2,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,78d14be041d32b7fbe7edfff0760e04921cd5860
